EmployeeID,Name,Age,Gender,Department,JobRole,MaritalStatus,Education,EducationField,BusinessTravel,DistanceFromHome,HireDate,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,NumCompaniesWorked,MonthlyIncome,PercentSalaryHike,StockOptionLevel,OverTime,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,PerformanceRating,TrainingTimesLastYear,Attrition
1158,Om Patil,46,Male,Sales,Account Manager,Divorced,2,Marketing,Travel_Rarely,1,2008-10-16,24,18,8,5,65835,12,2,No,3,4,3,3,2,No
1159,Swati Joshi,33,Male,IT,System Admin,Married,2,Other,Non-Travel,30,2021-07-04,12,5,2,4,28836,23,3,No,2,2,4,3,2,No
1160,Isha Mehta,51,Female,R&D,Lab Technician,Married,4,Human Resources,Travel_Rarely,21,2023-07-17,28,3,1,4,25691,13,0,No,3,4,3,3,3,No
1161,Ganesh Verma,49,Female,IT,Software Engineer,Married,5,Marketing,Travel_Frequently,8,2025-11-24,28,1,1,2,27885,23,1,No,4,4,4,3,1,No
1162,Sonal Kulkarni,46,Female,IT,System Admin,Single,2,Other,Travel_Rarely,18,2011-04-19,22,15,10,2,47052,25,3,Yes,2,1,3,3,6,No
1163,Anjali Reddy,29,Female,Sales,Account Manager,Single,1,Marketing,Travel_Frequently,24,2019-09-09,7,7,3,2,54138,25,0,No,4,3,4,3,6,No
1164,Manish Verma,44,Male,Operations,Supervisor,Single,5,Life Sciences,Travel_Frequently,27,2015-09-27,23,11,0,5,30411,18,1,Yes,2,1,3,3,6,Yes
1165,Deepak Chavan,42,Female,HR,HR Manager,Divorced,2,Marketing,Travel_Rarely,18,2020-07-17,20,6,4,6,44221,13,0,No,3,1,3,3,4,Yes
1166,Yash Reddy,55,Female,Sales,Sales Executive,Single,4,Human Resources,Travel_Rarely,14,2018-01-15,32,8,1,5,41384,20,1,No,2,3,2,3,5,No
1167,Divya Mehta,37,Male,IT,IT Manager,Divorced,1,Other,Travel_Rarely,20,2011-11-11,15,15,9,5,47873,14,1,No,3,4,3,3,5,No
1168,Arjun Kulkarni,43,Male,Sales,Account Manager,Married,4,Life Sciences,Travel_Frequently,4,2026-09-19,19,0,0,6,38338,25,1,No,4,4,3,4,1,No
1169,Riya Gupta,33,Male,Sales,Sales Manager,Single,2,Technical Degree,Non-Travel,5,2016-09-03,10,10,6,3,49860,20,1,Yes,4,4,1,3,1,No
1170,Ritu Kapoor,52,Female,R&D,R&D Manager,Married,2,Marketing,Non-Travel,29,2026-01-28,30,0,0,1,44298,14,1,No,4,3,4,3,4,No
1171,Rohan Patil,51,Male,R&D,R&D Manager,Married,4,Human Resources,Travel_Rarely,3,2007-04-26,27,19,4,0,69416,11,0,No,4,3,4,3,0,No
1172,Aditya Sharma,35,Male,HR,HR Manager,Single,4,Marketing,Travel_Rarely,5,2012-07-01,14,14,10,4,63402,12,2,No,1,1,3,3,2,Yes
1173,Aditya Nair,24,Male,Finance,Financial Analyst,Single,5,Other,Travel_Rarely,1,2025-11-04,1,1,1,0,27574,14,0,No,2,3,1,4,4,No
1174,Nitin Reddy,44,Male,IT,Software Engineer,Married,3,Medical,Travel_Rarely,20,2017-10-19,21,9,4,6,37769,14,0,Yes,2,3,3,3,3,No
1175,Tanvi Pawar,22,Male,Operations,Operations Manager,Single,4,Life Sciences,Travel_Frequently,20,2026-11-21,1,0,0,0,40379,22,0,No,4,1,3,3,1,No
1176,Rahul Rao,36,Female,IT,System Admin,Divorced,3,Medical,Travel_Rarely,29,2013-07-21,15,13,8,0,46138,11,2,No,4,4,3,3,6,No
1177,Neha Mehta,31,Female,Sales,Sales Executive,Divorced,4,Human Resources,Travel_Frequently,25,2017-10-22,9,9,0,1,32635,14,0,No,4,4,3,3,1,No
1178,Meera Pawar,37,Female,IT,Software Engineer,Divorced,3,Human Resources,Travel_Rarely,21,2024-09-04,16,2,2,1,23268,12,1,No,2,1,1,3,2,Yes
1179,Rahul Joshi,49,Female,Finance,Finance Manager,Divorced,4,Technical Degree,Travel_Rarely,23,2023-06-22,27,3,2,2,50582,24,3,No,4,1,4,3,6,Yes
1180,Kavita Kapoor,26,Male,Finance,Financial Analyst,Single,2,Life Sciences,Non-Travel,16,2022-06-12,4,4,2,1,23705,15,1,No,2,1,1,4,1,No
1181,Swati Kulkarni,44,Female,Sales,Account Manager,Single,1,Medical,Travel_Rarely,10,2021-01-04,21,5,4,5,52998,14,1,No,3,4,2,4,2,No
1182,Tanvi Gupta,22,Female,IT,Software Engineer,Married,1,Life Sciences,Travel_Rarely,18,2026-08-08,0,0,0,1,19535,12,1,No,4,3,1,3,2,No
1183,Rahul Verma,51,Male,Finance,Financial Analyst,Divorced,1,Technical Degree,Travel_Rarely,2,2008-08-21,29,18,12,0,44591,24,0,Yes,3,3,4,3,1,Yes
1184,Sameer Gupta,25,Female,Sales,Account Manager,Single,2,Human Resources,Travel_Rarely,21,2022-07-26,4,4,3,1,45591,21,1,No,3,2,3,3,5,No
1185,Suresh Pawar,35,Male,IT,System Admin,Single,4,Medical,Travel_Rarely,10,2012-08-12,14,14,7,0,34245,15,2,No,4,3,3,3,3,No
1186,Kavita Kulkarni,33,Male,IT,Software Engineer,Married,3,Medical,Travel_Rarely,2,2020-08-16,9,6,2,3,30954,21,2,No,3,2,4,3,6,No
1187,Ganesh Chavan,38,Male,Sales,Sales Executive,Married,2,Human Resources,Travel_Rarely,29,2022-12-09,14,4,1,4,24904,17,0,No,3,3,4,3,6,Yes
1188,Vikram Chavan,22,Male,Sales,Sales Manager,Married,2,Medical,Travel_Rarely,3,2026-09-18,0,0,0,1,51050,23,1,No,3,3,3,3,5,No
1189,Manish Gupta,32,Female,Sales,Sales Manager,Married,3,Human Resources,Travel_Frequently,22,2017-11-06,9,9,3,3,61207,11,1,No,3,4,1,3,5,No
1190,Sonal Deshmukh,26,Female,IT,Software Engineer,Single,2,Other,Travel_Rarely,12,2022-07-20,4,4,3,1,28648,21,1,No,4,3,4,3,4,No
1191,Yash Reddy,57,Female,HR,HR Manager,Single,4,Marketing,Travel_Rarely,26,2015-12-19,34,11,11,6,45673,21,2,No,2,3,2,3,1,No
1192,Rohan Verma,31,Female,R&D,Lab Technician,Divorced,2,Life Sciences,Travel_Rarely,18,2016-04-01,10,10,7,0,37965,11,0,Yes,2,3,1,3,2,No
1193,Rahul Pawar,30,Male,Sales,Sales Executive,Married,3,Marketing,Travel_Rarely,14,2020-12-11,6,6,0,2,29081,11,3,Yes,2,1,1,4,1,No
1194,Sonal Iyer,30,Male,Sales,Account Manager,Married,1,Medical,Non-Travel,26,2020-08-19,6,6,2,2,46560,12,1,Yes,3,4,4,3,0,No
1195,Karan Kapoor,27,Male,Sales,Account Manager,Married,5,Human Resources,Non-Travel,24,2023-11-09,3,3,2,1,39420,11,0,Yes,3,3,3,4,1,No
1196,Divya Pawar,40,Female,Sales,Sales Manager,Divorced,3,Life Sciences,Non-Travel,11,2016-09-28,16,10,8,5,41406,19,0,Yes,3,2,1,3,6,No
1197,Nitin Joshi,25,Male,HR,HR Executive,Divorced,3,Other,Travel_Rarely,8,2025-08-03,1,1,1,0,33251,22,1,No,3,4,4,3,0,Yes
1198,Om Chavan,25,Male,Sales,Account Manager,Married,1,Other,Travel_Rarely,14,2025-06-06,1,1,0,1,33798,22,0,No,1,2,4,3,0,No
1199,Vikram Pawar,48,Female,Sales,Sales Executive,Single,4,Human Resources,Travel_Rarely,3,2015-03-24,25,11,1,1,47041,25,0,Yes,2,4,4,3,1,No
1200,Rahul Nair,36,Female,Sales,Account Manager,Married,2,Human Resources,Travel_Rarely,11,2018-01-02,15,8,8,3,57514,21,0,No,4,4,3,3,6,No
1201,Pooja Joshi,40,Female,IT,System Admin,Single,4,Marketing,Non-Travel,8,2009-03-27,17,17,11,3,49812,23,1,No,3,2,4,4,5,No
1202,Rahul Pawar,48,Female,HR,HR Manager,Single,3,Other,Travel_Frequently,12,2022-09-15,25,4,1,4,37833,25,2,No,4,4,3,4,6,No
1203,Nitin Pawar,42,Male,IT,IT Manager,Single,1,Marketing,Travel_Rarely,29,2019-05-21,19,7,1,0,42998,12,1,No,1,4,3,3,3,No
1204,Sonal Sharma,43,Female,R&D,Lab Technician,Married,5,Life Sciences,Travel_Rarely,15,2007-10-19,22,19,18,6,48512,14,0,No,4,3,4,3,4,Yes
1205,Kavita Sharma,32,Male,IT,System Admin,Divorced,2,Other,Non-Travel,26,2017-03-16,9,9,5,0,38003,17,0,No,1,3,2,4,4,No
1206,Nitin Bhosale,56,Female,Finance,Financial Analyst,Divorced,5,Life Sciences,Non-Travel,12,2021-03-05,34,5,0,5,23968,19,0,No,4,4,4,3,1,No
1207,Meera Verma,37,Male,IT,System Admin,Married,5,Other,Non-Travel,2,2019-04-19,14,7,6,1,26128,25,2,No,2,2,3,3,4,No
1208,Neha Chavan,38,Male,IT,IT Manager,Single,1,Technical Degree,Non-Travel,28,2012-04-08,14,14,0,3,68896,21,1,No,2,2,3,3,5,No
1209,Karan Kapoor,40,Female,R&D,Lab Technician,Single,1,Medical,Travel_Rarely,19,2008-10-17,18,18,6,3,46120,13,1,No,3,3,3,3,4,No
1210,Sonal Mehta,25,Female,Sales,Sales Manager,Divorced,3,Marketing,Travel_Frequently,23,2025-11-13,1,1,1,1,46675,18,2,No,1,4,4,3,5,No
1211,Arjun Rao,30,Male,Sales,Account Manager,Single,5,Other,Travel_Frequently,11,2019-08-16,7,7,5,2,42433,19,1,Yes,2,4,4,3,2,No
1212,Ganesh Kulkarni,56,Female,HR,HR Executive,Married,3,Marketing,Travel_Rarely,20,2006-08-06,33,20,15,0,52197,11,0,No,3,4,3,3,2,No
1213,Sonal Deshmukh,24,Male,Sales,Sales Executive,Married,2,Life Sciences,Non-Travel,9,2024-12-13,2,2,1,0,31616,13,1,No,1,4,3,3,5,No
1214,Amit Chavan,29,Male,Finance,Finance Manager,Single,2,Life Sciences,Travel_Rarely,1,2025-07-11,6,1,0,0,48448,13,0,Yes,2,3,3,4,2,Yes
1215,Amit Iyer,22,Female,R&D,Research Scientist,Divorced,2,Marketing,Travel_Rarely,24,2026-06-22,0,0,0,0,25299,20,1,Yes,3,4,3,3,0,No
1216,Rahul Kulkarni,52,Male,IT,IT Manager,Divorced,1,Human Resources,Travel_Frequently,17,2014-10-06,30,12,2,5,64976,17,2,Yes,3,3,2,3,4,No
1217,Suresh Chavan,58,Male,Sales,Sales Executive,Divorced,5,Marketing,Travel_Rarely,11,2016-05-19,35,10,10,6,39946,15,2,No,3,4,1,3,0,No
1218,Tanvi Chavan,58,Male,IT,Software Engineer,Married,1,Human Resources,Travel_Frequently,15,2023-06-07,36,3,3,2,34449,12,2,No,1,3,4,3,5,No
1219,Suresh Patil,50,Female,IT,IT Manager,Single,4,Life Sciences,Travel_Frequently,24,2014-05-27,27,12,10,5,68007,15,0,No,3,4,2,3,3,No
1220,Arjun Patil,26,Male,R&D,Research Scientist,Married,1,Other,Travel_Frequently,11,2021-04-09,5,5,3,1,32918,13,1,No,3,4,2,3,1,No
1221,Sameer Kapoor,25,Female,Sales,Account Manager,Married,1,Technical Degree,Travel_Rarely,26,2025-06-13,1,1,1,0,31946,17,0,No,4,4,4,3,5,Yes
1222,Vikram Bhosale,52,Female,Operations,Supervisor,Divorced,5,Technical Degree,Travel_Rarely,11,2008-01-11,29,18,11,0,40730,17,3,No,2,3,4,3,4,No
1223,Sneha Mehta,44,Female,Sales,Sales Manager,Single,2,Marketing,Travel_Rarely,20,2011-04-22,21,15,6,4,59372,14,2,No,3,2,1,3,5,Yes
1224,Sameer Gupta,38,Male,Operations,Operations Executive,Divorced,3,Human Resources,Travel_Rarely,1,2013-05-19,17,13,1,2,43585,20,1,Yes,3,4,4,3,1,No
1225,Kavita Iyer,22,Female,IT,System Admin,Single,3,Human Resources,Travel_Rarely,14,2025-06-09,1,1,1,0,29665,11,3,No,3,3,2,3,4,Yes
1226,Ritu Kulkarni,28,Male,Sales,Sales Executive,Single,5,Human Resources,Travel_Rarely,18,2021-02-27,7,5,2,2,32371,23,0,Yes,3,2,4,3,6,No
1227,Pooja Chavan,35,Male,R&D,Lab Technician,Single,1,Human Resources,Non-Travel,7,2012-03-06,14,14,8,1,41634,16,2,No,1,4,1,3,3,No
1228,Ganesh Nair,31,Female,R&D,Research Scientist,Divorced,1,Marketing,Travel_Rarely,2,2016-08-01,10,10,1,1,33008,22,2,Yes,3,2,2,3,3,Yes
1229,Suresh Pawar,47,Male,Finance,Financial Analyst,Married,3,Medical,Travel_Rarely,22,2009-02-13,26,17,9,2,35892,17,1,No,1,1,1,3,2,No
1230,Priya Nair,57,Female,R&D,Research Scientist,Single,4,Medical,Travel_Rarely,3,2017-06-08,33,9,1,4,33356,21,0,Yes,4,4,4,3,0,Yes
1231,Ananya Sharma,43,Female,Finance,Finance Manager,Married,3,Medical,Travel_Rarely,15,2015-02-22,21,11,6,5,42084,19,2,No,3,2,4,3,0,No
1232,Swati Kapoor,40,Male,Sales,Sales Manager,Single,5,Human Resources,Travel_Rarely,10,2009-07-14,17,17,14,5,67707,16,0,No,3,4,3,3,1,No
1233,Divya Deshmukh,28,Female,Sales,Sales Manager,Divorced,2,Other,Travel_Rarely,18,2022-05-15,4,4,4,1,40811,17,2,Yes,2,2,3,3,6,No
1234,Meera Kapoor,35,Male,IT,IT Manager,Single,3,Other,Travel_Rarely,9,2015-08-04,11,11,11,2,50617,17,0,No,3,3,4,4,1,No
1235,Vikram Iyer,38,Male,HR,HR Manager,Married,4,Technical Degree,Travel_Rarely,14,2025-07-14,14,1,0,2,34290,13,2,No,1,3,2,3,1,No
1236,Anjali Nair,28,Male,IT,System Admin,Single,5,Marketing,Travel_Rarely,13,2021-11-19,5,5,4,1,32214,11,2,Yes,2,1,1,3,1,Yes
1237,Nitin Chavan,35,Male,R&D,Research Scientist,Divorced,1,Life Sciences,Travel_Rarely,11,2015-07-08,11,11,9,2,47509,12,1,Yes,2,2,3,3,1,Yes
1238,Yash Bhosale,45,Male,Sales,Account Manager,Married,4,Other,Travel_Frequently,15,2010-02-09,24,16,9,2,53888,17,1,No,2,3,3,4,1,No
1239,Kavita Reddy,50,Female,Operations,Operations Executive,Single,1,Life Sciences,Non-Travel,12,2026-05-28,28,0,0,0,24723,18,0,No,3,4,2,3,3,Yes
1240,Swati Bhosale,42,Female,Sales,Sales Manager,Married,3,Life Sciences,Travel_Frequently,22,2017-11-07,19,9,1,4,55836,13,0,No,2,3,4,3,3,Yes
1241,Karan Kapoor,32,Male,R&D,Lab Technician,Married,1,Life Sciences,Travel_Frequently,8,2021-11-17,8,5,2,2,30745,17,1,No,3,2,2,3,5,No
1242,Priya Verma,56,Female,Finance,Accountant,Married,3,Marketing,Travel_Rarely,22,2011-03-27,34,15,3,1,52074,20,2,No,3,2,2,4,3,No
1243,Aditya Deshmukh,58,Male,Sales,Account Manager,Single,5,Life Sciences,Travel_Frequently,20,2018-06-12,36,8,1,1,47446,24,2,No,2,2,2,3,4,Yes
1244,Riya Iyer,24,Male,Sales,Account Manager,Single,3,Other,Travel_Rarely,28,2024-10-20,2,2,2,1,43173,23,3,No,1,1,2,3,5,No
1245,Sameer Rao,45,Female,R&D,R&D Manager,Divorced,3,Other,Non-Travel,8,2020-12-26,21,6,1,2,44041,11,0,Yes,4,3,3,3,0,No
1246,Om Reddy,52,Female,R&D,Research Scientist,Single,2,Technical Degree,Travel_Frequently,16,2021-10-19,28,5,4,6,26444,21,2,No,4,1,2,3,3,No
1247,Ananya Chavan,37,Female,R&D,Research Scientist,Divorced,2,Marketing,Non-Travel,28,2011-03-11,15,15,4,5,47785,24,1,No,3,3,4,3,1,No
1248,Deepak Kapoor,32,Male,R&D,Research Scientist,Divorced,4,Other,Travel_Frequently,16,2021-10-08,10,5,3,1,23293,18,0,No,3,3,2,3,2,No
1249,Rohan Mehta,51,Male,Finance,Accountant,Married,3,Medical,Travel_Frequently,18,2006-03-09,30,20,5,5,49188,11,2,No,1,2,1,3,0,Yes
1250,Anjali Bhosale,36,Female,Operations,Operations Executive,Divorced,1,Marketing,Travel_Rarely,4,2023-07-03,12,3,1,0,30830,11,3,Yes,1,4,3,4,3,Yes
1251,Om Reddy,38,Female,IT,IT Manager,Single,2,Other,Travel_Rarely,18,2013-11-06,16,13,13,3,57517,19,1,Yes,3,4,3,3,2,No
1252,Neha Verma,48,Female,HR,HR Executive,Married,1,Other,Travel_Rarely,1,2022-12-26,26,4,3,5,34327,19,1,No,2,3,2,3,2,No
1253,Om Kulkarni,40,Male,Sales,Account Manager,Divorced,5,Technical Degree,Travel_Rarely,17,2015-11-23,19,11,11,1,42126,19,1,No,3,1,4,3,1,No
1254,Manish Mehta,28,Female,R&D,R&D Manager,Married,2,Medical,Travel_Rarely,13,2019-01-20,7,7,7,1,44228,13,1,Yes,2,2,4,3,0,No
1255,Arjun Nair,27,Male,Operations,Supervisor,Married,1,Technical Degree,Travel_Rarely,5,2020-07-15,6,6,2,2,24349,11,0,Yes,1,1,2,3,1,Yes
1256,Nitin Deshmukh,55,Male,R&D,Research Scientist,Married,1,Life Sciences,Travel_Rarely,3,2017-09-09,31,9,9,0,34129,24,2,Yes,3,2,3,3,4,No
1257,Vikram Iyer,42,Female,Sales,Account Manager,Married,5,Human Resources,Travel_Rarely,24,2015-10-26,20,11,1,2,48727,25,2,Yes,4,4,4,4,2,No
1258,Amit Kulkarni,56,Male,Operations,Operations Manager,Married,2,Marketing,Travel_Rarely,23,2024-01-07,35,2,1,6,36301,18,0,No,2,4,2,3,4,No
1259,Arjun Bhosale,56,Female,IT,Software Engineer,Married,4,Human Resources,Travel_Rarely,7,2014-06-26,33,12,10,4,36195,23,0,No,1,1,3,3,4,No
1260,Sonal Nair,32,Female,HR,HR Manager,Single,5,Human Resources,Travel_Rarely,16,2021-07-01,10,5,0,1,38170,13,0,No,4,4,4,3,0,No
1261,Riya Sharma,45,Female,R&D,Research Scientist,Single,3,Medical,Non-Travel,19,2023-02-25,24,3,1,3,33315,20,1,Yes,3,2,1,3,0,No
1262,Suresh Verma,56,Female,Finance,Finance Manager,Married,4,Marketing,Travel_Rarely,13,2014-09-12,34,12,2,4,49458,20,2,No,2,3,2,3,5,No
1263,Meera Bhosale,38,Female,Sales,Sales Manager,Divorced,4,Technical Degree,Travel_Frequently,11,2012-04-11,14,14,7,3,66929,13,2,Yes,3,4,2,3,3,No
1264,Sameer Sharma,24,Male,HR,HR Executive,Single,4,Life Sciences,Travel_Rarely,29,2024-01-21,2,2,0,0,27383,12,1,No,3,3,2,3,3,No
1265,Suresh Kulkarni,33,Female,R&D,R&D Manager,Married,1,Life Sciences,Travel_Frequently,28,2016-08-18,11,10,0,0,60130,16,2,No,3,1,3,3,4,No
1266,Anjali Patil,27,Female,Sales,Sales Executive,Married,5,Technical Degree,Travel_Rarely,2,2023-11-25,3,3,0,0,29342,20,0,No,4,4,2,3,3,No
1267,Yash Nair,57,Male,R&D,R&D Manager,Divorced,4,Human Resources,Travel_Rarely,24,2008-12-02,33,18,0,3,58518,22,1,No,3,4,4,3,2,No
1268,Rohan Joshi,37,Male,Sales,Account Manager,Married,5,Human Resources,Travel_Rarely,20,2014-05-12,15,12,3,5,69076,24,3,Yes,3,3,3,4,1,No
1269,Isha Mehta,31,Male,IT,Software Engineer,Single,3,Marketing,Travel_Rarely,5,2016-04-05,10,10,8,0,36514,22,0,No,4,3,4,3,6,No
1270,Ananya Sharma,37,Male,Sales,Sales Executive,Single,5,Marketing,Travel_Rarely,30,2021-06-05,16,5,3,5,37065,17,1,No,3,2,2,3,1,No
1271,Manish Patil,40,Male,IT,Software Engineer,Married,3,Other,Travel_Frequently,26,2017-03-08,19,9,5,0,31891,12,0,No,2,2,4,3,5,No
1272,Vikram Pawar,28,Female,Operations,Supervisor,Married,2,Human Resources,Travel_Rarely,23,2019-08-10,7,7,5,0,34843,16,1,Yes,3,2,2,3,1,No
1273,Nitin Verma,28,Male,R&D,R&D Manager,Married,4,Marketing,Travel_Rarely,9,2024-06-13,4,2,2,1,37500,22,2,Yes,3,4,3,3,6,No
1274,Riya Pawar,46,Male,Finance,Finance Manager,Married,2,Marketing,Travel_Frequently,15,2017-01-09,24,9,6,4,50679,25,1,No,3,2,2,3,0,No
1275,Meera Bhosale,22,Female,R&D,Research Scientist,Divorced,1,Life Sciences,Travel_Rarely,8,2026-02-19,0,0,0,0,21322,16,1,No,4,3,3,3,0,Yes
1276,Ananya Pawar,57,Female,IT,System Admin,Divorced,5,Human Resources,Travel_Rarely,14,2006-02-07,33,20,5,1,46756,18,2,Yes,3,3,3,4,0,No
1277,Nitin Joshi,55,Female,IT,System Admin,Single,2,Other,Travel_Rarely,13,2025-12-13,34,1,0,1,28209,15,0,Yes,2,3,2,3,2,Yes
1278,Om Gupta,32,Female,R&D,Research Scientist,Divorced,3,Medical,Travel_Rarely,23,2021-04-20,8,5,1,1,32334,19,0,No,3,2,2,4,4,No
1279,Amit Gupta,44,Female,Sales,Sales Manager,Single,2,Marketing,Travel_Rarely,24,2011-09-23,21,15,7,4,67177,18,1,No,4,3,4,3,6,Yes
1280,Amit Gupta,52,Male,HR,HR Manager,Divorced,4,Life Sciences,Travel_Rarely,9,2011-04-10,31,15,6,2,70572,13,1,No,3,3,2,3,4,No
1281,Swati Sharma,33,Female,Sales,Sales Manager,Divorced,1,Marketing,Travel_Frequently,5,2021-06-09,11,5,3,2,42037,23,1,Yes,4,4,2,3,5,No
1282,Suresh Patil,33,Female,Sales,Sales Executive,Single,3,Marketing,Travel_Frequently,17,2018-06-17,9,8,5,0,29981,14,0,No,2,3,3,3,3,No
1283,Vikram Nair,56,Female,R&D,R&D Manager,Married,2,Medical,Travel_Rarely,20,2011-11-02,34,15,15,2,50768,25,0,Yes,3,1,3,3,6,No
1284,Isha Kulkarni,23,Male,R&D,Lab Technician,Single,3,Marketing,Non-Travel,16,2026-08-11,0,0,0,0,26654,23,1,No,2,3,2,3,2,No
1285,Yash Patil,52,Male,Sales,Sales Manager,Divorced,5,Life Sciences,Travel_Rarely,28,2020-07-04,28,6,1,4,54617,20,2,No,2,2,3,3,2,No
1286,Rohan Pawar,50,Female,R&D,R&D Manager,Single,5,Life Sciences,Travel_Rarely,16,2018-10-05,26,8,5,2,43370,21,1,Yes,3,1,3,3,6,No
1287,Sonal Patil,38,Female,R&D,R&D Manager,Married,5,Life Sciences,Travel_Rarely,5,2013-01-14,17,13,9,2,54473,24,0,Yes,4,3,3,3,3,No
1288,Suresh Kapoor,58,Female,HR,HR Executive,Single,4,Technical Degree,Travel_Rarely,5,2014-09-18,37,12,11,1,35826,19,2,No,2,2,3,3,4,Yes
1289,Anjali Bhosale,22,Male,Operations,Operations Executive,Single,2,Life Sciences,Travel_Rarely,14,2025-09-22,1,1,0,1,20805,18,2,No,4,2,3,3,5,Yes
1290,Yash Chavan,43,Male,IT,Software Engineer,Single,2,Technical Degree,Travel_Rarely,4,2016-08-19,21,10,1,5,41633,21,1,No,3,1,3,3,2,No
1291,Ananya Sharma,48,Female,Finance,Financial Analyst,Married,5,Human Resources,Travel_Rarely,17,2024-06-02,24,2,1,1,27127,16,0,No,3,2,1,3,1,No
1292,Isha Bhosale,50,Female,Sales,Sales Executive,Married,2,Technical Degree,Travel_Rarely,27,2025-12-23,27,1,0,6,32333,18,0,Yes,3,4,4,3,4,No
1293,Anjali Kapoor,34,Female,Operations,Operations Executive,Single,4,Human Resources,Travel_Rarely,4,2013-02-15,13,13,10,4,34131,17,0,No,3,1,2,3,4,No
1294,Arjun Bhosale,25,Female,IT,IT Manager,Divorced,3,Technical Degree,Travel_Rarely,6,2024-10-22,2,2,0,0,39447,18,0,No,2,2,3,4,4,No
1295,Neha Gupta,37,Female,IT,Software Engineer,Married,5,Medical,Travel_Frequently,5,2020-11-09,13,6,4,1,36721,13,0,No,3,3,3,3,0,No
1296,Ritu Gupta,29,Female,IT,System Admin,Single,5,Human Resources,Travel_Rarely,5,2019-05-18,7,7,7,2,33988,23,1,Yes,3,3,1,3,1,Yes
1297,Riya Verma,43,Female,Finance,Accountant,Single,1,Life Sciences,Travel_Rarely,19,2008-05-09,22,18,3,4,42495,24,1,No,2,3,3,4,3,Yes
1298,Suresh Mehta,27,Female,R&D,Lab Technician,Married,3,Marketing,Non-Travel,20,2021-11-17,5,5,5,1,34980,12,1,No,2,3,4,3,1,No
1299,Riya Verma,22,Male,Sales,Sales Executive,Divorced,2,Human Resources,Travel_Frequently,14,2026-05-27,0,0,0,1,25672,11,0,Yes,3,4,1,3,1,Yes
1300,Yash Verma,30,Female,HR,HR Executive,Married,4,Medical,Travel_Rarely,13,2019-02-25,7,7,2,0,31322,13,1,No,3,4,1,3,3,No
1301,Manish Bhosale,30,Male,Finance,Finance Manager,Single,5,Life Sciences,Travel_Rarely,6,2019-03-27,7,7,6,0,58271,23,3,Yes,1,4,2,3,2,No
1302,Vikram Chavan,40,Female,Finance,Financial Analyst,Married,3,Life Sciences,Travel_Rarely,23,2010-02-23,17,16,3,5,48614,24,0,No,3,3,2,3,6,No
1303,Kavita Iyer,56,Female,Sales,Account Manager,Single,1,Medical,Travel_Rarely,4,2013-03-13,34,13,8,4,62705,21,1,No,1,2,2,3,6,No
1304,Rohan Pawar,51,Female,Sales,Account Manager,Married,2,Other,Travel_Rarely,10,2026-06-21,28,0,0,6,49341,25,2,No,4,3,3,3,6,No
1305,Deepak Mehta,21,Male,Finance,Finance Manager,Single,3,Human Resources,Travel_Rarely,21,2026-09-15,0,0,0,1,32027,12,0,No,2,3,3,3,4,No
1306,Isha Kulkarni,52,Female,HR,Recruiter,Married,1,Human Resources,Non-Travel,23,2013-05-22,30,13,1,3,44188,24,0,Yes,2,2,3,3,0,No
1307,Sneha Gupta,51,Male,Finance,Accountant,Single,4,Life Sciences,Travel_Frequently,15,2012-10-20,27,14,13,2,37147,21,2,No,4,4,3,3,2,No
1308,Kavita Joshi,45,Female,Sales,Sales Manager,Single,3,Marketing,Travel_Rarely,6,2016-04-14,24,10,5,5,43436,24,2,Yes,3,4,4,4,0,Yes
1309,Ganesh Bhosale,25,Male,Operations,Supervisor,Divorced,1,Human Resources,Travel_Rarely,30,2024-04-18,2,2,2,1,27044,15,3,No,2,1,2,3,0,No
1310,Riya Reddy,55,Male,Sales,Sales Manager,Married,1,Other,Travel_Rarely,15,2015-09-19,32,11,1,1,50334,19,2,No,2,4,3,3,2,No
1311,Riya Rao,30,Male,Sales,Sales Executive,Married,4,Human Resources,Travel_Rarely,14,2020-01-20,6,6,1,1,34541,24,2,Yes,2,4,4,4,1,No
1312,Amit Bhosale,37,Female,R&D,Research Scientist,Divorced,2,Life Sciences,Travel_Rarely,23,2019-03-11,15,7,1,3,28967,12,1,No,2,2,3,3,3,No
1313,Sameer Kapoor,49,Male,Sales,Sales Executive,Married,2,Other,Non-Travel,28,2023-02-20,25,3,0,5,32500,23,1,No,3,1,4,3,3,No
1314,Deepak Patil,36,Male,R&D,Research Scientist,Divorced,4,Human Resources,Travel_Frequently,26,2014-07-03,12,12,8,3,33727,16,2,No,1,1,2,3,5,No
1315,Pooja Sharma,54,Male,HR,HR Executive,Married,3,Technical Degree,Travel_Rarely,7,2020-01-22,32,6,6,6,34139,19,3,Yes,4,4,4,3,6,No
1316,Rahul Rao,45,Male,Finance,Financial Analyst,Divorced,1,Other,Travel_Rarely,20,2012-01-10,21,14,5,6,39933,11,0,No,3,3,3,3,6,No
1317,Yash Kapoor,21,Female,Sales,Sales Executive,Married,1,Life Sciences,Travel_Rarely,1,2026-07-23,0,0,0,1,31801,24,1,No,3,2,3,3,5,No
1318,Tanvi Nair,26,Male,Operations,Operations Manager,Married,3,Marketing,Non-Travel,28,2022-08-23,4,4,1,0,46124,13,1,No,2,2,1,3,3,Yes
